"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1277","300 Hayes Street, Civic Center, San Francisco","1210","Cypress Ridge Road, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",1958,1557,2461
"1277","300 Hayes Street, Civic Center, San Francisco","1211","700 Coleman Avenue, Menlo Park","10/1/2017 - 10/31/2017, Every day, Daily Average",2243,1798,2796
"1277","300 Hayes Street, Civic Center, San Francisco","1224","200 Ely Road North, Petaluma","10/1/2017 - 10/31/2017, Every day, Daily Average",3252,2617,4040
"1277","300 Hayes Street, Civic Center, San Francisco","1236","700 Vine Street, Central San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3836,3137,4690
"1277","300 Hayes Street, Civic Center, San Francisco","1237","400 Lincoln Avenue, Central San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3701,2998,4568
"1277","300 Hayes Street, Civic Center, San Francisco","1244","800 Jackson Street, Chinatown, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",761,534,1083
"1277","300 Hayes Street, Civic Center, San Francisco","1245","500 Geary Street, Tenderloin, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",454,300,685
"1277","300 Hayes Street, Civic Center, San Francisco","1246","300 McAllister Street, Civic Center, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",160,81,315
"1277","300 Hayes Street, Civic Center, San Francisco","1247","100 Magnolia Street, Marina District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",471,319,693
"1277","300 Hayes Street, Civic Center, San Francisco","1257","2400 Octavia Street, Pacific Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",301,188,481
"1277","300 Hayes Street, Civic Center, San Francisco","1258","2600 Broadway, Pacific Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",624,433,897
"1277","300 Hayes Street, Civic Center, San Francisco","1259","2100 Divisadero Street, Pacific Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",559,411,759
"1277","300 Hayes Street, Civic Center, San Francisco","1260","1800 Scott Street, Western Addition, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",502,349,721
"1277","300 Hayes Street, Civic Center, San Francisco","1261","700 Presidio Avenue, Western Addition, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",552,399,763
"1277","300 Hayes Street, Civic Center, San Francisco","1265","0 Stoneybrook Avenue, Excelsior, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",657,452,953
"1277","300 Hayes Street, Civic Center, San Francisco","1271","200 Bacon Street, Excelsior, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",580,393,853
"1277","300 Hayes Street, Civic Center, San Francisco","1272","500 Moscow Street, Excelsior, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1011,757,1349
"1277","300 Hayes Street, Civic Center, San Francisco","1273","200 Naglee Avenue, Outer Mission, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",898,630,1279
"1277","300 Hayes Street, Civic Center, San Francisco","1275","0 McLaren Avenue, Sea Cliff, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1039,789,1367
"1277","300 Hayes Street, Civic Center, San Francisco","1276","1100 Golden Gate Avenue, Western Addition, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",185,80,424
"1277","300 Hayes Street, Civic Center, San Francisco","1278","100 Noe Street, The Castro, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",343,230,511
"1277","300 Hayes Street, Civic Center, San Francisco","1279","1100 Folsom Street, South of Market, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",329,199,543
"1277","300 Hayes Street, Civic Center, San Francisco","1280","300 Church Street, Mission District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",375,254,553
"1277","300 Hayes Street, Civic Center, San Francisco","1281","700 Guerrero Street, Mission Dolores, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",456,324,640
"1277","300 Hayes Street, Civic Center, San Francisco","1282","1600 Church Street, Noe Valley, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",792,615,1019
"1277","300 Hayes Street, Civic Center, San Francisco","1291","1500 Balboa Street, Richmond District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",785,570,1079
"1277","300 Hayes Street, Civic Center, San Francisco","1292","1300 Wright Loop, Presidio, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",934,679,1283
"1277","300 Hayes Street, Civic Center, San Francisco","1293","400 Moraga Street, Sunset District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",830,603,1140
"1277","300 Hayes Street, Civic Center, San Francisco","1294","600 Panorama Drive, Midtown Terrace, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",887,680,1156
"1277","300 Hayes Street, Civic Center, San Francisco","1295","0 Avoca Alley, West of Twin Peaks, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1083,809,1448
"1277","300 Hayes Street, Civic Center, San Francisco","1296","1300 22nd Avenue, Sunset District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",820,602,1115
"1277","300 Hayes Street, Civic Center, San Francisco","1297","100 Font Boulevard, Lakeshore, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1249,901,1731
"1277","300 Hayes Street, Civic Center, San Francisco","1298","200 3rd Avenue, Richmond District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",693,514,933
"1277","300 Hayes Street, Civic Center, San Francisco","1299","8700 Mission Rock Street, South of Market, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",616,423,896
"1277","300 Hayes Street, Civic Center, San Francisco","1300","200 John F Kennedy Drive, Golden Gate Park, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",489,298,802
"1277","300 Hayes Street, Civic Center, San Francisco","1302","Tasman Drive, Santa Clara","10/1/2017 - 10/31/2017, Every day, Daily Average",2951,2252,3866
"1277","300 Hayes Street, Civic Center, San Francisco","1303","0 Rose Orchard Way, North San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3252,2541,4161
"1277","300 Hayes Street, Civic Center, San Francisco","1304","2300 Lafayette Street, Santa Clara","10/1/2017 - 10/31/2017, Every day, Daily Average",3000,2377,3785
"1277","300 Hayes Street, Civic Center, San Francisco","1305","1000 Morris Court, Central San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3330,2731,4059
"1277","300 Hayes Street, Civic Center, San Francisco","1309","300 Kiely Boulevard, West San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3380,2696,4236
"1277","300 Hayes Street, Civic Center, San Francisco","1311","4600 Alex Drive, West San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3237,2613,4009
"1277","300 Hayes Street, Civic Center, San Francisco","1329","1100 Archer Way, San Tomas, Campbell","10/1/2017 - 10/31/2017, Every day, Daily Average",3155,2673,3723
"1277","300 Hayes Street, Civic Center, San Francisco","1332","100 Los Patios, Los Gatos","10/1/2017 - 10/31/2017, Every day, Daily Average",3247,2641,3991
"1277","300 Hayes Street, Civic Center, San Francisco","1333","21800 Lomita Avenue, Cupertino","10/1/2017 - 10/31/2017, Every day, Daily Average",2910,2407,3517
"1277","300 Hayes Street, Civic Center, San Francisco","1337","1100 Jamestown Drive, Sunnyvale West, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",2738,2206,3398
"1277","300 Hayes Street, Civic Center, San Francisco","1338","700 East Evelyn Avenue, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",3027,2512,3647
"1277","300 Hayes Street, Civic Center, San Francisco","1339","700 San Juan Drive, San Miguel, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",2789,2226,3492
"1277","300 Hayes Street, Civic Center, San Francisco","1357","1300 Holly Avenue, Los Altos","10/1/2017 - 10/31/2017, Every day, Daily Average",2784,2256,3434
"1277","300 Hayes Street, Civic Center, San Francisco","1358","4100 Coulombe Drive, Green Acres, Palo Alto","10/1/2017 - 10/31/2017, Every day, Daily Average",2677,2262,3167
"1277","300 Hayes Street, Civic Center, San Francisco","1359","3000 Waverley Street, Midtown, Palo Alto","10/1/2017 - 10/31/2017, Every day, Daily Average",2485,2006,3077
"1277","300 Hayes Street, Civic Center, San Francisco","1360","300 Waverley Street, Downtown North, Palo Alto","10/1/2017 - 10/31/2017, Every day, Daily Average",2717,2184,3379
"1277","300 Hayes Street, Civic Center, San Francisco","1361","26200 Catharine Court, Los Altos Hills","10/1/2017 - 10/31/2017, Every day, Daily Average",2855,2281,3572
"1277","300 Hayes Street, Civic Center, San Francisco","1363","Reservoir Road, Stanford","10/1/2017 - 10/31/2017, Every day, Daily Average",2730,2176,3424
"1277","300 Hayes Street, Civic Center, San Francisco","1437","200 Knowles Avenue, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1062,762,1478
"1277","300 Hayes Street, Civic Center, San Francisco","1438","300 87th Street, St. Francis, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1024,734,1428
"1277","300 Hayes Street, Civic Center, San Francisco","1443","100 Serramonte Boulevard, Serramonte, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1121,803,1563
"1277","300 Hayes Street, Civic Center, San Francisco","1446","700 Larch Avenue, Paradise Valley, South San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1232,912,1662
"1277","300 Hayes Street, Civic Center, San Francisco","1447","200 9th Lane, Downtown, South San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1057,760,1469
"1277","300 Hayes Street, Civic Center, San Francisco","1448","300 Baden Avenue, Downtown, South San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1197,881,1624
"1277","300 Hayes Street, Civic Center, San Francisco","1449","500 Forbes Boulevard, The East Side, South San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",929,684,1261
"1277","300 Hayes Street, Civic Center, San Francisco","1450","0 Brookhaven Court, Fairmont, Pacifica","10/1/2017 - 10/31/2017, Every day, Daily Average",1224,891,1680
"1277","300 Hayes Street, Civic Center, San Francisco","1451","400 Loma Vista Terrace, Sharp Park, Pacifica","10/1/2017 - 10/31/2017, Every day, Daily Average",1319,971,1789
"1277","300 Hayes Street, Civic Center, San Francisco","1452","200 Ramona Avenue, Vallemar, Pacifica","10/1/2017 - 10/31/2017, Every day, Daily Average",1323,1053,1661
"1277","300 Hayes Street, Civic Center, San Francisco","1453","2700 Campus Drive, Beresford Park, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1809,1446,2263
"1277","300 Hayes Street, Civic Center, San Francisco","1454","300 East 28th Avenue, South San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1576,1242,1998
"1277","300 Hayes Street, Civic Center, San Francisco","1455","1800 Helene Court, East San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1434,1118,1839
"1277","300 Hayes Street, Civic Center, San Francisco","1456","Montara Mountain Trail, Pacifica","10/1/2017 - 10/31/2017, Every day, Daily Average",1439,1154,1793
"1277","300 Hayes Street, Civic Center, San Francisco","1457","1500 Donner Avenue, San Bruno","10/1/2017 - 10/31/2017, Every day, Daily Average",1314,1023,1687
"1277","300 Hayes Street, Civic Center, San Francisco","1458","0 Colorados Drive, Millbrae","10/1/2017 - 10/31/2017, Every day, Daily Average",1443,1109,1877
"1277","300 Hayes Street, Civic Center, San Francisco","1459","1400 Vancouver Avenue, Easton Addition, Burlingame","10/1/2017 - 10/31/2017, Every day, Daily Average",1577,1234,2015
"1277","300 Hayes Street, Civic Center, San Francisco","1460","400 Williams Place, Central San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1563,1265,1930
"1277","300 Hayes Street, Civic Center, San Francisco","1461","200 North Fremont Street, Central San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1488,1136,1948
"1277","300 Hayes Street, Civic Center, San Francisco","1463","1000 Pensacola Street, Foster City","10/1/2017 - 10/31/2017, Every day, Daily Average",1771,1468,2136
"1277","300 Hayes Street, Civic Center, San Francisco","1464","200 Cupertino Way, South San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1675,1298,2159
"1277","300 Hayes Street, Civic Center, San Francisco","1467","2600 Somerset Drive, Belmont","10/1/2017 - 10/31/2017, Every day, Daily Average",1866,1513,2300
"1277","300 Hayes Street, Civic Center, San Francisco","1469","0 Maloney Court, Oak Knoll - Redwood Park, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",2388,1944,2931
"1277","300 Hayes Street, Civic Center, San Francisco","1470","1500 Oxford Street, Palm Park, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",2160,1718,2715
"1277","300 Hayes Street, Civic Center, San Francisco","1472","200 Oakhurst Place, Suburban Park - Lorelei Manor - Flood Park Triangle, Menlo Park","10/1/2017 - 10/31/2017, Every day, Daily Average",2177,1727,2743
"1277","300 Hayes Street, Civic Center, San Francisco","1473","2800 Fordham Street, East Palo Alto","10/1/2017 - 10/31/2017, Every day, Daily Average",2658,2065,3420
"1277","300 Hayes Street, Civic Center, San Francisco","1498","1100 Park Avenue, Emeryville","10/1/2017 - 10/31/2017, Every day, Daily Average",1278,898,1817
"1277","300 Hayes Street, Civic Center, San Francisco","1499","900 Atlantic Avenue, Alameda","10/1/2017 - 10/31/2017, Every day, Daily Average",1665,1217,2277
"1277","300 Hayes Street, Civic Center, San Francisco","1504","5800 Christie Avenue, Emeryville","10/1/2017 - 10/31/2017, Every day, Daily Average",1090,762,1558
"1277","300 Hayes Street, Civic Center, San Francisco","1510","500 Buena Vista Avenue, West Alameda, Alameda","10/1/2017 - 10/31/2017, Every day, Daily Average",1685,1278,2221
"1277","300 Hayes Street, Civic Center, San Francisco","1511","2300 Oregon Street, South Berkeley, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1541,1151,2063
"1277","300 Hayes Street, Civic Center, San Francisco","1512","2000 Essex Street, South Berkeley, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1452,1076,1959
"1277","300 Hayes Street, Civic Center, San Francisco","1513","Dwight D. Eisenhower Highway, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1206,840,1731
"1277","300 Hayes Street, Civic Center, San Francisco","1514","1700 McGee Avenue, North Berkeley, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1643,1149,2348
"1277","300 Hayes Street, Civic Center, San Francisco","1515","1700 Scenic Avenue, Northside, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",2026,1500,2735
"1277","300 Hayes Street, Civic Center, San Francisco","1516","1300 Ward Street, Southwest Berkeley, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1280,932,1756
"1277","300 Hayes Street, Civic Center, San Francisco","1517","1000 Central Avenue, West Alameda, Alameda","10/1/2017 - 10/31/2017, Every day, Daily Average",1837,1374,2454
"1277","300 Hayes Street, Civic Center, San Francisco","1518","1300 67th Street, Southwest Berkeley, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1219,893,1662
"1277","300 Hayes Street, Civic Center, San Francisco","1519","2600 99th Avenue, Toler Heights, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1687,1244,2287
"1277","300 Hayes Street, Civic Center, San Francisco","1523","1000 Neilson Street, Albany","10/1/2017 - 10/31/2017, Every day, Daily Average",1459,1052,2022
"1277","300 Hayes Street, Civic Center, San Francisco","1524","1700 Portland Avenue, Berkeley Hills, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1636,1228,2178
"1277","300 Hayes Street, Civic Center, San Francisco","1525","1400 Edith Street, North Berkeley, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1800,1326,2442
"1277","300 Hayes Street, Civic Center, San Francisco","1526","500 Weldon Avenue, Grand Lake, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1464,1039,2061
"1277","300 Hayes Street, Civic Center, San Francisco","1527","200 John Street, Piedmont Avenue, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1485,1095,2012
"1277","300 Hayes Street, Civic Center, San Francisco","1528","6400 Gwin Road, Merriewood, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1295,947,1770
"1277","300 Hayes Street, Civic Center, San Francisco","1529","6100 Estates Drive, Montclair, Piedmont","10/1/2017 - 10/31/2017, Every day, Daily Average",1586,1144,2197
"1277","300 Hayes Street, Civic Center, San Francisco","1530","0 Blachford Court, Piedmont Pines, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1791,1293,2478
"1277","300 Hayes Street, Civic Center, San Francisco","1531","3800 Elston Avenue, Glenview, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1884,1146,3095
"1277","300 Hayes Street, Civic Center, San Francisco","1532","600 East 18th Street, Clinton, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1525,1144,2031
"1277","300 Hayes Street, Civic Center, San Francisco","1534","600 East 8th Street, Downtown Oakland, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1420,962,2093
"1277","300 Hayes Street, Civic Center, San Francisco","1536","2900 Sheffield Avenue, Reservoir Hills, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1321,980,1780
"1277","300 Hayes Street, Civic Center, San Francisco","1537","3200 Suter Street, Upper Peralta Creek, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1447,1019,2053
"1277","300 Hayes Street, Civic Center, San Francisco","1538","1500 35th Avenue, Fruitvale, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1568,1208,2033
"1277","300 Hayes Street, Civic Center, San Francisco","1545","1300 Willow Avenue, Hercules","10/1/2017 - 10/31/2017, Every day, Daily Average",1828,1499,2228
"1277","300 Hayes Street, Civic Center, San Francisco","1546","5400 Sobrante Avenue, El Sobrante","10/1/2017 - 10/31/2017, Every day, Daily Average",1792,1434,2238
"1277","300 Hayes Street, Civic Center, San Francisco","1547","2600 Brian Road, San Pablo","10/1/2017 - 10/31/2017, Every day, Daily Average",1716,1366,2155
"1277","300 Hayes Street, Civic Center, San Francisco","1550","30800 San Clemente Street, Hayward","10/1/2017 - 10/31/2017, Every day, Daily Average",2471,1919,3181
"1277","300 Hayes Street, Civic Center, San Francisco","1551","100 Palm Drive, Union City","10/1/2017 - 10/31/2017, Every day, Daily Average",2546,1974,3282
"1277","300 Hayes Street, Civic Center, San Francisco","1555","3600 Johnson Court, Northgate, Fremont","10/1/2017 - 10/31/2017, Every day, Daily Average",2697,2002,3631
"1277","300 Hayes Street, Civic Center, San Francisco","1556","3400 Beard Road, Northgate, Fremont","10/1/2017 - 10/31/2017, Every day, Daily Average",2619,1923,3565
"1277","300 Hayes Street, Civic Center, San Francisco","1557","7000 Auto Mall Parkway, Fremont","10/1/2017 - 10/31/2017, Every day, Daily Average",3107,2388,4042
"1277","300 Hayes Street, Civic Center, San Francisco","1559","500 Embarcadero West, Downtown Oakland, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1248,873,1783
"1277","300 Hayes Street, Civic Center, San Francisco","1567","Lake Boulevard, Newark","10/1/2017 - 10/31/2017, Every day, Daily Average",2843,2158,3744
"1277","300 Hayes Street, Civic Center, San Francisco","1570","0 Tehan Canyon Road, Pleasanton","10/1/2017 - 10/31/2017, Every day, Daily Average",2511,1936,3255
"1277","300 Hayes Street, Civic Center, San Francisco","1571","500 Stonebridge Court, Pleasant Hill","10/1/2017 - 10/31/2017, Every day, Daily Average",2066,1662,2567
"1277","300 Hayes Street, Civic Center, San Francisco","1577","800 West Tower Avenue, Alameda","10/1/2017 - 10/31/2017, Every day, Daily Average",1570,1146,2150
"1277","300 Hayes Street, Civic Center, San Francisco","1597","26200 Regal Avenue, Harder - Tennyson, Hayward","10/1/2017 - 10/31/2017, Every day, Daily Average",2296,1713,3077
"1277","300 Hayes Street, Civic Center, San Francisco","1604","200 John Glenn Drive, Concord","10/1/2017 - 10/31/2017, Every day, Daily Average",2112,1800,2477
"1277","300 Hayes Street, Civic Center, San Francisco","1608","1100 Studebaker Road, Saranap, Walnut Creek","10/1/2017 - 10/31/2017, Every day, Daily Average",1860,1432,2414
"1277","300 Hayes Street, Civic Center, San Francisco","1613","1800 Castle Gate Road, Walnut Creek","10/1/2017 - 10/31/2017, Every day, Daily Average",2323,1617,3336
"1277","300 Hayes Street, Civic Center, San Francisco","1618","500 North San Carlos Drive, Walnut Creek","10/1/2017 - 10/31/2017, Every day, Daily Average",2007,1627,2475
"1277","300 Hayes Street, Civic Center, San Francisco","1628","800 Orange Blossom Way, Danville","10/1/2017 - 10/31/2017, Every day, Daily Average",2961,2114,4145
"1277","300 Hayes Street, Civic Center, San Francisco","1629","500 Peru Avenue, Excelsior, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",871,631,1200
"1277","300 Hayes Street, Civic Center, San Francisco","1630","800 Bacon Street, Excelsior, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",802,568,1131
"1277","300 Hayes Street, Civic Center, San Francisco","1633","2800 Fountainhead Drive, San Ramon","10/1/2017 - 10/31/2017, Every day, Daily Average",2805,2054,3828
"1277","300 Hayes Street, Civic Center, San Francisco","1634","500 Hemme Avenue, Alamo","10/1/2017 - 10/31/2017, Every day, Daily Average",2689,1820,3971
"1277","300 Hayes Street, Civic Center, San Francisco","1639","0 Curtis Street, Crocker-Amazon, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1162,899,1501
"1277","300 Hayes Street, Civic Center, San Francisco","1646","100 Murray Street, Bernal Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",673,450,1004
"1277","300 Hayes Street, Civic Center, San Francisco","1647","500 Brunswick Street, Crocker-Amazon, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1139,847,1530
"1277","300 Hayes Street, Civic Center, San Francisco","1648","Historic Trail, Inner Sunset, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",765,547,1069
"1277","300 Hayes Street, Civic Center, San Francisco","1649","1300 10th Avenue, Inner Sunset, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",669,477,936
"1277","300 Hayes Street, Civic Center, San Francisco","1650","1900 16th Avenue, Inner Sunset, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1004,732,1376
"1277","300 Hayes Street, Civic Center, San Francisco","1651","600 39th Street, North & East, Richmond","10/1/2017 - 10/31/2017, Every day, Daily Average",1457,1076,1971
"1277","300 Hayes Street, Civic Center, San Francisco","1654","Regatta Boulevard, Marina Bay, Richmond","10/1/2017 - 10/31/2017, Every day, Daily Average",1467,1100,1955
"1277","300 Hayes Street, Civic Center, San Francisco","1655","100 South 35th Street, Pullman, Richmond","10/1/2017 - 10/31/2017, Every day, Daily Average",1459,1100,1933
"1277","300 Hayes Street, Civic Center, San Francisco","1658","6800 Fairmount Avenue, El Cerrito","10/1/2017 - 10/31/2017, Every day, Daily Average",1685,1228,2311
"1277","300 Hayes Street, Civic Center, San Francisco","1674","200 Hyde Street, Tenderloin, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",319,189,536
"1277","300 Hayes Street, Civic Center, San Francisco","1677","200 Funston Road, Marina District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",612,421,889
"1277","300 Hayes Street, Civic Center, San Francisco","1682","700 Haight Street, Lower Haight, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",365,214,622
"1277","300 Hayes Street, Civic Center, San Francisco","1685","0 Dwinelle Court, Alameda","10/1/2017 - 10/31/2017, Every day, Daily Average",1865,1479,2351
"1277","300 Hayes Street, Civic Center, San Francisco","1686","0 The Embarcadero, North Beach, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1016,689,1496
"1277","300 Hayes Street, Civic Center, San Francisco","1687","1400 Powell Street, Russian Hill, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",750,476,1179
"1277","300 Hayes Street, Civic Center, San Francisco","1688","1100 Taylor Street, Nob Hill, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",635,440,914
"1277","300 Hayes Street, Civic Center, San Francisco","1689","200 Sutter Street, Financial District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",732,489,1094
"1277","300 Hayes Street, Civic Center, San Francisco","1690","900 Pine Street, Lower Nob Hill, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",556,373,828
"1277","300 Hayes Street, Civic Center, San Francisco","1691","200 O'Farrell Street, Tenderloin, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",501,326,769
"1277","300 Hayes Street, Civic Center, San Francisco","1692","800 Mission Street, South of Market, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",273,153,486
"1277","300 Hayes Street, Civic Center, San Francisco","1694","700 Folsom Street, South of Market, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",631,442,899
"1277","300 Hayes Street, Civic Center, San Francisco","1695","5th Street, Treasure Island, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",786,487,1266
"1277","300 Hayes Street, Civic Center, San Francisco","1696","4700 18th Street, Eureka Valley, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",608,431,856
"1277","300 Hayes Street, Civic Center, San Francisco","1697","400 Burnett Avenue, Twin Peaks, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",738,547,994
"1277","300 Hayes Street, Civic Center, San Francisco","1698","3500 20th Street, Mission District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",384,272,540
"1277","300 Hayes Street, Civic Center, San Francisco","1699","900 Sanchez Street, Dolores Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",650,492,858
"1277","300 Hayes Street, Civic Center, San Francisco","1700","3900 25th Street, Noe Valley, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",755,587,970
"1277","300 Hayes Street, Civic Center, San Francisco","1701","600 28th Street, Noe Valley, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",861,662,1118
"1277","300 Hayes Street, Civic Center, San Francisco","1702","100 Randall Street, Glen Park, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",924,717,1189
"1277","300 Hayes Street, Civic Center, San Francisco","1703","2600 21st Street, Mission District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",402,256,630
"1277","300 Hayes Street, Civic Center, San Francisco","1704","2900 24th Street, Mission District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",628,427,922
"1277","300 Hayes Street, Civic Center, San Francisco","1705","0 Conkling Street, Silver Terrace, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",812,561,1174
"1277","300 Hayes Street, Civic Center, San Francisco","1706","700 Bernal Heights Boulevard, Bernal Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",706,514,968
"1277","300 Hayes Street, Civic Center, San Francisco","1707","100 Appleton Avenue, Bernal Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",915,700,1195
"1277","300 Hayes Street, Civic Center, San Francisco","1710","100 Morningside Drive, Lakeshore, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1354,1077,1702
"1277","300 Hayes Street, Civic Center, San Francisco","1718","300 Arballo Drive, Lakeshore, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1333,999,1778
