"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1277","300 Hayes Street, Civic Center, San Francisco","1720","2200 47th Avenue, Sunset District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1429,1126,1813
"1277","300 Hayes Street, Civic Center, San Francisco","1721","Bayfront Expressway, Menlo Park","10/1/2017 - 10/31/2017, Every day, Daily Average",2095,1646,2665
"1277","300 Hayes Street, Civic Center, San Francisco","1722","200 9th Avenue, Richmond District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",809,603,1083
"1277","300 Hayes Street, Civic Center, San Francisco","1723","600 Burrows Avenue, San Bruno","10/1/2017 - 10/31/2017, Every day, Daily Average",1347,1004,1806
"1277","300 Hayes Street, Civic Center, San Francisco","1724","2200 Euclid Avenue, East Palo Alto","10/1/2017 - 10/31/2017, Every day, Daily Average",2232,1727,2884
"1277","300 Hayes Street, Civic Center, San Francisco","1725","1200 San Mateo Drive, Menlo Park","10/1/2017 - 10/31/2017, Every day, Daily Average",2646,2207,3172
"1277","300 Hayes Street, Civic Center, San Francisco","1726","1700 Oakdell Drive, Menlo Park","10/1/2017 - 10/31/2017, Every day, Daily Average",2620,2211,3103
"1277","300 Hayes Street, Civic Center, San Francisco","1728","800 Easton Avenue, San Bruno","10/1/2017 - 10/31/2017, Every day, Daily Average",1432,1055,1942
"1277","300 Hayes Street, Civic Center, San Francisco","1729","1500 Adrian Road, Ingold - Milldale, Burlingame","10/1/2017 - 10/31/2017, Every day, Daily Average",1264,972,1642
"1277","300 Hayes Street, Civic Center, San Francisco","1730","0 Park Lane, Brisbane","10/1/2017 - 10/31/2017, Every day, Daily Average",752,535,1055
"1277","300 Hayes Street, Civic Center, San Francisco","1731","0 Orange Court, Hillside, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1285,959,1720
"1277","300 Hayes Street, Civic Center, San Francisco","1732","0 Longview Drive, Westlake, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1193,872,1630
"1277","300 Hayes Street, Civic Center, San Francisco","1733","0 Barry Lane, West Atherton, Atherton","10/1/2017 - 10/31/2017, Every day, Daily Average",2456,1995,3023
"1277","300 Hayes Street, Civic Center, San Francisco","1734","0 Flood Circle, Lindenwood, Atherton","10/1/2017 - 10/31/2017, Every day, Daily Average",2350,1824,3027
"1277","300 Hayes Street, Civic Center, San Francisco","1735","100 Clark Drive, Central San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1646,1309,2068
"1277","300 Hayes Street, Civic Center, San Francisco","1736","2500 Sand Hill Road, Sharon Heights, Menlo Park","10/1/2017 - 10/31/2017, Every day, Daily Average",2498,2013,3098
"1277","300 Hayes Street, Civic Center, San Francisco","1737","700 Westridge Drive, Central Portola Valley, Portola Valley","10/1/2017 - 10/31/2017, Every day, Daily Average",2456,1986,3035
"1277","300 Hayes Street, Civic Center, San Francisco","1738","1000 Wildwood Avenue, Westlake, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1381,1016,1876
"1277","300 Hayes Street, Civic Center, San Francisco","1739","0 Reiner Street, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1117,790,1578
"1277","300 Hayes Street, Civic Center, San Francisco","1740","800 Campus Drive, Serramonte, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1093,800,1493
"1277","300 Hayes Street, Civic Center, San Francisco","1741","200 Morton Drive, Serramonte, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1426,1068,1903
"1277","300 Hayes Street, Civic Center, San Francisco","1742","Junipero Serra Boulevard, Serra Highlands, South San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1360,1027,1800
"1277","300 Hayes Street, Civic Center, San Francisco","1743","600 San Bruno Avenue East, San Bruno","10/1/2017 - 10/31/2017, Every day, Daily Average",1069,813,1404
"1277","300 Hayes Street, Civic Center, San Francisco","1744","1200 Helen Drive, Millbrae","10/1/2017 - 10/31/2017, Every day, Daily Average",1354,1054,1738
"1277","300 Hayes Street, Civic Center, San Francisco","1745","Ed Taylor Trail, Burlingame Hills, Burlingame","10/1/2017 - 10/31/2017, Every day, Daily Average",1484,1153,1908
"1277","300 Hayes Street, Civic Center, San Francisco","1746","600 North Delaware Street, Central San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1433,1111,1846
"1277","300 Hayes Street, Civic Center, San Francisco","1747","1700 Coyote Point Drive, Shoreview, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1394,1084,1792
"1277","300 Hayes Street, Civic Center, San Francisco","1748","500 Carmel Circle, Baywood - Aragon, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1654,1382,1978
"1277","300 Hayes Street, Civic Center, San Francisco","1749","1600 Parrott Drive, South San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1952,1541,2471
"1277","300 Hayes Street, Civic Center, San Francisco","1750","1700 Yorktown Road, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1761,1416,2189
"1277","300 Hayes Street, Civic Center, San Francisco","1751","400 31st Avenue, Beresford Park, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1755,1477,2084
"1277","300 Hayes Street, Civic Center, San Francisco","1752","200 West 25th Avenue, South San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1706,1358,2141
"1277","300 Hayes Street, Civic Center, San Francisco","1753","100 Yawl Court, Foster City","10/1/2017 - 10/31/2017, Every day, Daily Average",1804,1485,2191
"1277","300 Hayes Street, Civic Center, San Francisco","1755","3000 Los Prados Street, East San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1582,1245,2008
"1277","300 Hayes Street, Civic Center, San Francisco","1756","2400 Casa Bona Avenue, Belmont","10/1/2017 - 10/31/2017, Every day, Daily Average",1938,1646,2280
"1277","300 Hayes Street, Civic Center, San Francisco","1757","1100 Saint Francis Street, Palm Park, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",2265,1864,2752
"1277","300 Hayes Street, Civic Center, San Francisco","1759","600 Sylvan Way, Emerald Hills","10/1/2017 - 10/31/2017, Every day, Daily Average",2056,1679,2516
"1277","300 Hayes Street, Civic Center, San Francisco","1760","100 Nevada Street, Mount Carmel, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",2184,1730,2755
"1277","300 Hayes Street, Civic Center, San Francisco","1761","100 Fulton Street, Mount Carmel, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",2089,1651,2641
"1277","300 Hayes Street, Civic Center, San Francisco","1762","500 Summit Spring Road, Woodside","10/1/2017 - 10/31/2017, Every day, Daily Average",2151,1746,2649
"1277","300 Hayes Street, Civic Center, San Francisco","1764","300 26th Avenue, Central Richmond, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1053,813,1363
"1277","300 Hayes Street, Civic Center, San Francisco","1768","800 Balboa Street, Richmond District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",691,505,943
"1277","300 Hayes Street, Civic Center, San Francisco","1770","1800 32nd Avenue, Sunset District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1078,830,1399
"1277","300 Hayes Street, Civic Center, San Francisco","1771","0 Lopez Avenue, West of Twin Peaks, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1060,800,1403
"1277","300 Hayes Street, Civic Center, San Francisco","1772","0 Rockaway Avenue, West of Twin Peaks, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",955,751,1213
"1277","300 Hayes Street, Civic Center, San Francisco","1773","0 Majestic Avenue, Ingleside, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",824,570,1189
"1277","300 Hayes Street, Civic Center, San Francisco","1774","200 Byxbee Street, Oceanview, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1242,934,1650
"1277","300 Hayes Street, Civic Center, San Francisco","1775","100 Farallones Street, Oceanview, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",889,632,1248
"1277","300 Hayes Street, Civic Center, San Francisco","1776","1800 25th Avenue, Sunset District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1007,760,1332
"1277","300 Hayes Street, Civic Center, San Francisco","1777","7100 Geary Boulevard, Richmond District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1005,756,1334
"1277","300 Hayes Street, Civic Center, San Francisco","1778","7700 Geary Boulevard, Richmond District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1142,882,1477
"1277","300 Hayes Street, Civic Center, San Francisco","1779","500 John Muir Drive, Lakeshore, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1285,944,1747
"1277","300 Hayes Street, Civic Center, San Francisco","1780","1600 McKinnon Avenue, Bayview, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",892,632,1258
"1277","300 Hayes Street, Civic Center, San Francisco","1781","1100 Carolina Street, Potrero Hill, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",446,290,685
"1277","300 Hayes Street, Civic Center, San Francisco","1783","1500 Mansell Street, Visitacion Valley, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",919,655,1287
"1277","300 Hayes Street, Civic Center, San Francisco","1825","1500 Dominion Avenue, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",2756,2245,3382
"1277","300 Hayes Street, Civic Center, San Francisco","1830","300 South Sunnyvale Avenue, Heritage District, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",2772,2326,3302
"1277","300 Hayes Street, Civic Center, San Francisco","1831","1100 East Arques Avenue, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",2822,2246,3544
"1277","300 Hayes Street, Civic Center, San Francisco","1832","500 Sullivan Drive, Mountain View","10/1/2017 - 10/31/2017, Every day, Daily Average",2683,2116,3400
"1277","300 Hayes Street, Civic Center, San Francisco","1833","500 Logue Avenue, Mountain View","10/1/2017 - 10/31/2017, Every day, Daily Average",2764,2094,3647
"1277","300 Hayes Street, Civic Center, San Francisco","1834","500 Castro Street, Old Mountain View, Mountain View","10/1/2017 - 10/31/2017, Every day, Daily Average",2677,2188,3274
"1277","300 Hayes Street, Civic Center, San Francisco","1838","500 Chesley Avenue, Waverly Park, Mountain View","10/1/2017 - 10/31/2017, Every day, Daily Average",2745,2209,3410
"1277","300 Hayes Street, Civic Center, San Francisco","1847","1000 Barbara Avenue, Blossom Valley, Mountain View","10/1/2017 - 10/31/2017, Every day, Daily Average",3350,2618,4285
"1277","300 Hayes Street, Civic Center, San Francisco","1848","600 Campbell Avenue, Los Altos","10/1/2017 - 10/31/2017, Every day, Daily Average",3144,2573,3840
"1277","300 Hayes Street, Civic Center, San Francisco","1851","100 Primrose Way, Duveneck - St. Francis, Palo Alto","10/1/2017 - 10/31/2017, Every day, Daily Average",2265,1821,2817
"1277","300 Hayes Street, Civic Center, San Francisco","1852","0 Ryan Court, Stanford","10/1/2017 - 10/31/2017, Every day, Daily Average",2695,2168,3349
"1277","300 Hayes Street, Civic Center, San Francisco","1853","1400 Club View Terrace, Country Club, Los Altos","10/1/2017 - 10/31/2017, Every day, Daily Average",2970,2409,3660
"1277","300 Hayes Street, Civic Center, San Francisco","1868","900 North 9th Street, Central San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3032,2511,3660
"1277","300 Hayes Street, Civic Center, San Francisco","1869","12900 Tripoli Court, Los Altos Hills","10/1/2017 - 10/31/2017, Every day, Daily Average",2821,2286,3480
"1277","300 Hayes Street, Civic Center, San Francisco","1891","800 Jury Court, North San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3243,2641,3981
"1277","300 Hayes Street, Civic Center, San Francisco","1903","Spring Street, Central San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3179,2624,3850
"1277","300 Hayes Street, Civic Center, San Francisco","1917","4900 Moorpark Avenue, Strawberry Park, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3256,2596,4083
"1277","300 Hayes Street, Civic Center, San Francisco","1919","300 Mac Arthur Avenue, Central San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3626,2893,4544
"1277","300 Hayes Street, Civic Center, San Francisco","1920","1800 Fruitdale Avenue, Central San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3519,2832,4371
"1277","300 Hayes Street, Civic Center, San Francisco","1935","100 Arroyo Grande Way, Los Gatos","10/1/2017 - 10/31/2017, Every day, Daily Average",3305,2759,3958
"1277","300 Hayes Street, Civic Center, San Francisco","1936","14400 Chester Avenue, Saratoga","10/1/2017 - 10/31/2017, Every day, Daily Average",3155,2560,3887
"1277","300 Hayes Street, Civic Center, San Francisco","1937","19500 Dorchester Drive, Golden Triangle, Saratoga","10/1/2017 - 10/31/2017, Every day, Daily Average",3000,2543,3538
"1277","300 Hayes Street, Civic Center, San Francisco","1944","700 Girard Street, Visitacion Valley, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",630,430,922
"1277","300 Hayes Street, Civic Center, San Francisco","1949","7100 Rainbow Drive, West San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",2999,2462,3651
"1277","300 Hayes Street, Civic Center, San Francisco","1951","400 Delta Street, Visitacion Valley, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",917,656,1281
"1277","300 Hayes Street, Civic Center, San Francisco","1955","Liccicitos Road, Moss Beach","10/1/2017 - 10/31/2017, Every day, Daily Average",1816,1520,2169
"1277","300 Hayes Street, Civic Center, San Francisco","2022","200 Clearview Drive, Vallejo","10/1/2017 - 10/31/2017, Every day, Daily Average",2085,1740,2498
"1277","300 Hayes Street, Civic Center, San Francisco","2023","0 Midway Street, Vallejo","10/1/2017 - 10/31/2017, Every day, Daily Average",2216,1871,2623
"1277","300 Hayes Street, Civic Center, San Francisco","2049","2600 Goodwin Avenue, Penngrove","10/1/2017 - 10/31/2017, Every day, Daily Average",3286,2714,3978
"1277","300 Hayes Street, Civic Center, San Francisco","2050","8800 Poplar Avenue, Cotati","10/1/2017 - 10/31/2017, Every day, Daily Average",3551,2799,4504
"1277","300 Hayes Street, Civic Center, San Francisco","2051","5600 State Farm Drive, Rohnert Park","10/1/2017 - 10/31/2017, Every day, Daily Average",3688,2882,4718
"1277","300 Hayes Street, Civic Center, San Francisco","2105","300 Olive Avenue, Novato","10/1/2017 - 10/31/2017, Every day, Daily Average",2250,1831,2763
"1277","300 Hayes Street, Civic Center, San Francisco","2115","100 Sequoia Glen Lane, Novato","10/1/2017 - 10/31/2017, Every day, Daily Average",2264,1811,2829
"1277","300 Hayes Street, Civic Center, San Francisco","2116","0 Waterbury Lane, Novato","10/1/2017 - 10/31/2017, Every day, Daily Average",2040,1644,2529
"1277","300 Hayes Street, Civic Center, San Francisco","2117","0 Oxford Drive, San Rafael","10/1/2017 - 10/31/2017, Every day, Daily Average",1724,1473,2017
"1277","300 Hayes Street, Civic Center, San Francisco","2118","2500 Lucas Valley Road, San Rafael","10/1/2017 - 10/31/2017, Every day, Daily Average",1980,1582,2477
"1277","300 Hayes Street, Civic Center, San Francisco","2120","0 Reservoir Road, San Rafael","10/1/2017 - 10/31/2017, Every day, Daily Average",1714,1380,2127
"1277","300 Hayes Street, Civic Center, San Francisco","2121","2900 Kerner Boulevard, San Rafael","10/1/2017 - 10/31/2017, Every day, Daily Average",1630,1301,2042
"1277","300 Hayes Street, Civic Center, San Francisco","2127","0 Hamilton Drive, Mill Valley","10/1/2017 - 10/31/2017, Every day, Daily Average",1326,1039,1692
"1277","300 Hayes Street, Civic Center, San Francisco","2131","700 Vía Casitas, Greenbrae, Larkspur","10/1/2017 - 10/31/2017, Every day, Daily Average",1666,1315,2110
"1277","300 Hayes Street, Civic Center, San Francisco","2132","300 Vista Grande, Greenbrae, Kentfield","10/1/2017 - 10/31/2017, Every day, Daily Average",1535,1256,1875
"1277","300 Hayes Street, Civic Center, San Francisco","2133","600 Manzanita Avenue, Corte Madera","10/1/2017 - 10/31/2017, Every day, Daily Average",1425,1149,1766
"1277","300 Hayes Street, Civic Center, San Francisco","2134","300 San Rafael Avenue, Belvedere, Belvedere Tiburon","10/1/2017 - 10/31/2017, Every day, Daily Average",1749,1446,2114
"1277","300 Hayes Street, Civic Center, San Francisco","2135","0 Fairway Drive, Mill Valley","10/1/2017 - 10/31/2017, Every day, Daily Average",1534,1212,1940
"1277","300 Hayes Street, Civic Center, San Francisco","2136","300 Carrera Drive, Mill Valley","10/1/2017 - 10/31/2017, Every day, Daily Average",1248,980,1588
"1277","300 Hayes Street, Civic Center, San Francisco","2137","0 West Harbor Drive, Sausalito","10/1/2017 - 10/31/2017, Every day, Daily Average",1178,925,1499
"1277","300 Hayes Street, Civic Center, San Francisco","2145","500 Downing Avenue, Central San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3401,2848,4060
"1277","300 Hayes Street, Civic Center, San Francisco","2152","600 Lenfest Road, Alum Rock, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3178,2584,3907
"1277","300 Hayes Street, Civic Center, San Francisco","2155","3100 North Shoreline Boulevard, Mountain View","10/1/2017 - 10/31/2017, Every day, Daily Average",2344,1855,2961
"1277","300 Hayes Street, Civic Center, San Francisco","2157","6200 Smith Avenue, Newark","10/1/2017 - 10/31/2017, Every day, Daily Average",2730,2159,3451
"1277","300 Hayes Street, Civic Center, San Francisco","2169","1000 Liege Terrace, Morse Park, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",2758,2152,3534
"1277","300 Hayes Street, Civic Center, San Francisco","2170","2500 Junction Avenue, North San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3006,2388,3783
"1277","300 Hayes Street, Civic Center, San Francisco","2171","1400 Airport Boulevard, North San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",2930,2405,3568
"1277","300 Hayes Street, Civic Center, San Francisco","2187","4200 Middle Harbor Road, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1081,748,1560
"1277","300 Hayes Street, Civic Center, San Francisco","2199","1900 Hughes Drive, Monument Corridor, Concord","10/1/2017 - 10/31/2017, Every day, Daily Average",1999,1714,2331
"1277","300 Hayes Street, Civic Center, San Francisco","2202","Bollinger Estates Court, San Ramon","10/1/2017 - 10/31/2017, Every day, Daily Average",2735,1896,3945
"1277","300 Hayes Street, Civic Center, San Francisco","2205","0 Ashbrook Place, Corliss, Moraga","10/1/2017 - 10/31/2017, Every day, Daily Average",1985,1509,2610
"1277","300 Hayes Street, Civic Center, San Francisco","2212","500 63rd Street, Upper Telegraph, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1628,1180,2244
"1277","300 Hayes Street, Civic Center, San Francisco","2213","800 40th Street, Longfellow, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1186,831,1691
"1277","300 Hayes Street, Civic Center, San Francisco","2214","1900 Melvin Road, Oakmore, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1491,1142,1945
"1277","300 Hayes Street, Civic Center, San Francisco","2215","1500 East 31st Street, Tuxedo, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1296,922,1820
"1277","300 Hayes Street, Civic Center, San Francisco","2216","2800 Morgan Avenue, Lincoln Highlands, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1674,1185,2364
"1277","300 Hayes Street, Civic Center, San Francisco","2218","5300 Underwood Avenue, Mills College, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1547,1083,2207
"1277","300 Hayes Street, Civic Center, San Francisco","2222","Junipero Serra Freeway, Cupertino","10/1/2017 - 10/31/2017, Every day, Daily Average",3028,2456,3731
"1277","300 Hayes Street, Civic Center, San Francisco","2223","1900 Scott Lane, Woodland Acres - The Highlands, Los Altos","10/1/2017 - 10/31/2017, Every day, Daily Average",3065,2494,3766
"1277","300 Hayes Street, Civic Center, San Francisco","2224","600 Arlington Avenue, Berkeley Hills, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1633,1312,2031
"1277","300 Hayes Street, Civic Center, San Francisco","2225","200 Greenbank Avenue, Piedmont","10/1/2017 - 10/31/2017, Every day, Daily Average",1584,1141,2197
"1277","300 Hayes Street, Civic Center, San Francisco","2229","0 Kirby Place, Crescent Park, Palo Alto","10/1/2017 - 10/31/2017, Every day, Daily Average",2420,1948,3006
"1277","300 Hayes Street, Civic Center, San Francisco","2231","100 Garden Lane, Millbrae","10/1/2017 - 10/31/2017, Every day, Daily Average",1206,924,1572
"1277","300 Hayes Street, Civic Center, San Francisco","2236","San Francisco Bay Trail, Hayward","10/1/2017 - 10/31/2017, Every day, Daily Average",2159,1757,2652
"1277","300 Hayes Street, Civic Center, San Francisco","2240","600 Campus Drive, Stanford","10/1/2017 - 10/31/2017, Every day, Daily Average",2837,2331,3451
"1277","300 Hayes Street, Civic Center, San Francisco","2244","0 Crystal Springs Terrace, Hillsborough Park, Hillsborough","10/1/2017 - 10/31/2017, Every day, Daily Average",1626,1322,1999
"1277","300 Hayes Street, Civic Center, San Francisco","2245","1400 Crestwood Court, South San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1903,1509,2399
"1277","300 Hayes Street, Civic Center, San Francisco","2246","900 Baker Way, East San Mateo, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1721,1331,2224
"1277","300 Hayes Street, Civic Center, San Francisco","2247","J. Arthur Younger Freeway, Foster City","10/1/2017 - 10/31/2017, Every day, Daily Average",1748,1396,2188
"1277","300 Hayes Street, Civic Center, San Francisco","2248","1600 Notre Dame Avenue, Belmont","10/1/2017 - 10/31/2017, Every day, Daily Average",1812,1555,2111
"1277","300 Hayes Street, Civic Center, San Francisco","2249","2000 Arroyo Avenue, San Carlos","10/1/2017 - 10/31/2017, Every day, Daily Average",1874,1588,2210
"1277","300 Hayes Street, Civic Center, San Francisco","2250","Hassler Trail, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",2002,1599,2506
"1277","300 Hayes Street, Civic Center, San Francisco","2251","2100 Camino De Los Robles, University Heights, Menlo Park","10/1/2017 - 10/31/2017, Every day, Daily Average",2596,2155,3126
"1277","300 Hayes Street, Civic Center, San Francisco","2281","0 Corte Palos Verdes, Tiburon, Belvedere Tiburon","10/1/2017 - 10/31/2017, Every day, Daily Average",1409,1124,1765
"1277","300 Hayes Street, Civic Center, San Francisco","2307","6500 Addition Road, Newark","10/1/2017 - 10/31/2017, Every day, Daily Average",2805,2223,3538
"1277","300 Hayes Street, Civic Center, San Francisco","2308","300 Fremont Street, South of Market, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",686,438,1072
"1277","300 Hayes Street, Civic Center, San Francisco","2311","2700 Larkin Street, Russian Hill, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",672,456,989
"1277","300 Hayes Street, Civic Center, San Francisco","2312","2100 Webster Street, Pacific Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",542,371,791
"1277","300 Hayes Street, Civic Center, San Francisco","2313","1300 Webster Street, Western Addition, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",308,198,478
"1277","300 Hayes Street, Civic Center, San Francisco","2314","300 Waller Street, Western Addition, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",252,157,402
"1277","300 Hayes Street, Civic Center, San Francisco","2315","0 Duboce Avenue, South of Market, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",204,114,363
"1277","300 Hayes Street, Civic Center, San Francisco","2316","2800 Folsom Street, Mission District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",618,446,854
"1277","300 Hayes Street, Civic Center, San Francisco","2317","100 Coleridge Street, Bernal Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",766,585,1002
"1277","300 Hayes Street, Civic Center, San Francisco","2318","100 Santa Rosa Avenue, Outer Mission, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",773,532,1121
"1277","300 Hayes Street, Civic Center, San Francisco","2319","300 Lisbon Street, Excelsior, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",962,719,1286
"1277","300 Hayes Street, Civic Center, San Francisco","2320","300 Argonaut Avenue, Visitacion Valley, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",955,697,1306
"1277","300 Hayes Street, Civic Center, San Francisco","2321","400 Irving Street, Inner Sunset, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",647,447,935
"1277","300 Hayes Street, Civic Center, San Francisco","2322","100 Eastwood Drive, West of Twin Peaks, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1033,739,1442
"1277","300 Hayes Street, Civic Center, San Francisco","2323","2600 40th Avenue, Sunset District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1321,1040,1676
"1277","300 Hayes Street, Civic Center, San Francisco","2330","0 Peoria Street, Crocker, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1145,842,1555
"1277","300 Hayes Street, Civic Center, San Francisco","2332","2700 Adeline Street, South Berkeley, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1517,1139,2019
"1277","300 Hayes Street, Civic Center, San Francisco","2337","200 The Alameda, San Anselmo","10/1/2017 - 10/31/2017, Every day, Daily Average",1990,1717,2305
"1277","300 Hayes Street, Civic Center, San Francisco","2339","Frenchmans Creek Road, Half Moon Bay","10/1/2017 - 10/31/2017, Every day, Daily Average",1556,1231,1965
"1277","300 Hayes Street, Civic Center, San Francisco","2340","0 Mason Street, Tenderloin, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",492,286,846
"1277","300 Hayes Street, Civic Center, San Francisco","2343","West Point Road, Bayview, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",976,727,1309
"1277","300 Hayes Street, Civic Center, San Francisco","2344","600 3rd Avenue, Richmond District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",615,450,839
"1277","300 Hayes Street, Civic Center, San Francisco","2345","1400 Howard Avenue, Downtown, Burlingame","10/1/2017 - 10/31/2017, Every day, Daily Average",1636,1294,2067
"1277","300 Hayes Street, Civic Center, San Francisco","2346","0 Glen Avenue, Piedmont Avenue, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1419,1037,1941
"1277","300 Hayes Street, Civic Center, San Francisco","2347","1500 3rd Avenue, East Lake, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1542,1124,2114
"1277","300 Hayes Street, Civic Center, San Francisco","2348","7700 Sunkist Drive, Eastmont Hills, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1471,1092,1979
"1277","300 Hayes Street, Civic Center, San Francisco","2349","1600 Ward Street, South Berkeley, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1354,976,1876
"1277","300 Hayes Street, Civic Center, San Francisco","2350","400 Central Avenue, West Alameda, Alameda","10/1/2017 - 10/31/2017, Every day, Daily Average",2002,1598,2507
"1277","300 Hayes Street, Civic Center, San Francisco","2352","600 Shasta Street, Staumbaugh Heller, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",2055,1674,2522
"1277","300 Hayes Street, Civic Center, San Francisco","2353","27600 Melbourne Avenue, Glen Eden, Hayward","10/1/2017 - 10/31/2017, Every day, Daily Average",2206,1786,2723
"1277","300 Hayes Street, Civic Center, San Francisco","2363","18800 Barnhart Avenue, Rancho Rinconada, Cupertino","10/1/2017 - 10/31/2017, Every day, Daily Average",3264,2604,4089
